fips5,State,Area name,labor_force_2023,employed_2023,median_household_income_2022,unemployed_2023,unemployment_rate_2023,edu_some_college_pct_2019_23,edu_hs_grad_pct_2019_23,edu_not_hs_pct_2019_23,edu_bachelors_plus_pct_2019_23,poverty_rate_2023,poverty_count_2023,edu_pct_sum_2019_23
01067,AL,"Henry County, AL",7059.0,6873.0,56702.0,186.0,2.6,28.17953152,32.37698475,17.76450244,21.67898129,16.4,2904.0,100.0
01069,AL,"Houston County, AL",48357.0,47108.0,56842.0,1249.0,2.6,32.54262317,32.08887099,12.60034904,22.7681568,16.5,17707.0,99.99999999999999
01071,AL,"Jackson County, AL",23482.0,22899.0,51965.0,583.0,2.5,28.62496701,37.88070731,17.94404856,15.55027712,16.0,8437.0,100.0
01073,AL,"Jefferson County, AL",325388.0,317407.0,61996.0,7981.0,2.5,29.16168969,25.89349154,9.008057757,35.93676101,16.0,103120.0,99.999999997
01075,AL,"Lamar County, AL",5759.0,5598.0,51523.0,161.0,2.8,31.28434765,41.02381437,16.10014248,11.5916955,16.4,2217.0,100.0
01077,AL,"Lauderdale County, AL",43281.0,42182.0,59023.0,1099.0,2.5,28.61653139,33.60336357,10.69596957,27.08413547,13.6,12563.0,100.0
01079,AL,"Lawrence County, AL",14920.0,14583.0,55516.0,337.0,2.3,27.8100941,41.12917023,15.44054748,15.6201882,14.2,4710.0,100.00000001000001
01081,AL,"Lee County, AL",81236.0,79373.0,59637.0,1863.0,2.3,28.29579067,21.79658703,8.574288965,41.33333333,17.9,31839.0,99.999999995
01083,AL,"Limestone County, AL",49912.0,48881.0,83159.0,1031.0,2.1,30.80403207,26.367172,12.43749504,30.3913009,8.6,9604.0,100.00000001000001
01085,AL,"Lowndes County, AL",3501.0,3341.0,42268.0,160.0,4.6,25.36076582,43.99199886,16.77382483,13.87341049,29.4,2799.0,100.0
01087,AL,"Macon County, AL",7995.0,7740.0,36601.0,255.0,3.2,31.74684847,31.72112169,15.79624389,20.73578595,28.8,4712.0,100.0
01089,AL,"Madison County, AL",206080.0,201862.0,80426.0,4218.0,2.0,27.7264739,19.17419715,7.409038043,45.69029091,10.5,41983.0,100.000000003
01091,AL,"Marengo County, AL",7585.0,7332.0,45587.0,253.0,3.3,30.76863594,34.43396226,14.38292607,20.41447572,23.5,4335.0,99.99999998999999
01093,AL,"Marion County, AL",13526.0,13131.0,47742.0,395.0,2.9,33.18074495,36.09598612,17.8913892,12.83187973,19.0,5415.0,100.0
01095,AL,"Marshall County, AL",46210.0,45260.0,53388.0,950.0,2.1,30.41494477,32.67939717,15.57924815,21.32640991,16.5,16432.0,100.0
01097,AL,"Mobile County, AL",190167.0,184271.0,54315.0,5896.0,3.1,30.03839456,33.81968828,10.99169307,25.15022409,16.3,65684.0,100.0
01099,AL,"Monroe County, AL",6989.0,6690.0,47498.0,299.0,4.3,26.69184066,45.5649341,16.38531023,11.357915,19.1,3627.0,99.99999999
01101,AL,"Montgomery County, AL",108083.0,105043.0,56862.0,3040.0,2.8,28.38616715,26.18361466,11.15619065,34.27402754,18.3,39395.0,100.0
01103,AL,"Morgan County, AL",61853.0,60624.0,62260.0,1229.0,2.0,30.38675332,31.45734667,14.91544545,23.24045456,12.0,14759.0,100.0
01105,AL,"Perry County, AL",2979.0,2830.0,33585.0,149.0,5.0,22.72116676,42.60218768,17.82767223,16.84897333,33.8,2501.0,100.0
01107,AL,"Pickens County, AL",7810.0,7574.0,45440.0,236.0,3.0,27.13047311,43.00617103,16.11813106,13.7452248,21.5,3587.0,100.0
01109,AL,"Pike County, AL",16124.0,15684.0,45144.0,440.0,2.7,26.30219099,33.9654816,12.41732121,27.3150062,23.8,7364.0,100.0
01111,AL,"Randolph County, AL",9637.0,9401.0,49433.0,236.0,2.4,27.50159337,35.583174,16.39898024,20.51625239,15.9,3508.0,100.0
01113,AL,"Russell County, AL",23550.0,22901.0,45074.0,649.0,2.8,37.88450486,31.05274994,14.21074989,16.8519953,18.9,10957.0,99.99999998999999
01115,AL,"St. Clair County, AL",42456.0,41549.0,70361.0,907.0,2.1,32.97325418,34.66858437,12.41508048,19.94308097,10.8,10089.0,99.99999999999999
01117,AL,"Shelby County, AL",122282.0,120026.0,98263.0,2256.0,1.8,27.35867221,20.45081125,5.991990142,46.19852639,8.4,19207.0,99.999999992
01119,AL,"Sumter County, AL",4584.0,4415.0,35152.0,169.0,3.7,34.79848336,34.12442073,12.04886954,19.02822637,33.5,3607.0,100.0
01121,AL,"Talladega County, AL",36727.0,35708.0,55186.0,1019.0,2.8,31.88067848,35.80681936,15.48865167,16.82385049,17.0,13329.0,100.0
01123,AL,"Tallapoosa County, AL",17385.0,16947.0,55270.0,438.0,2.5,32.34869106,32.73515475,16.1911483,18.72500588,15.1,6041.0,99.99999998999999
01125,AL,"Tuscaloosa County, AL",106199.0,103714.0,60875.0,2485.0,2.3,30.64274098,28.85040865,9.129169371,31.377681,19.2,41429.0,100.00000000099999
01127,AL,"Walker County, AL",25677.0,24998.0,51065.0,679.0,2.6,32.55508276,34.32174126,17.12076993,16.00240604,17.5,11099.0,99.99999999
01129,AL,"Washington County, AL",9150.0,8915.0,53785.0,235.0,2.6,31.57012479,40.91078413,11.31495623,16.20413485,18.7,2778.0,100.0
01131,AL,"Wilcox County, AL",2526.0,2324.0,33682.0,202.0,8.0,26.46082816,39.07084115,22.13244842,12.33588227,32.7,3194.0,99.99999999999999
01133,AL,"Winston County, AL",9748.0,9482.0,51149.0,266.0,2.7,25.31363583,40.08090046,21.23343886,13.37202486,16.6,3855.0,100.00000001
02013,AK,"Aleutians East Borough, AK",2522.0,2469.0,85852.0,53.0,2.1,26.23705409,39.50901419,16.11047181,18.14345992,18.0,624.0,100.00000001000001
02016,AK,"Aleutians West Census Area, AK",3553.0,3446.0,112218.0,107.0,3.0,34.20045907,38.76562102,9.512879368,17.52104055,10.0,492.0,100.00000000799999
02020,AK,"Anchorage Borough/municipality, AK",150823.0,145654.0,99162.0,5169.0,3.4,31.83926855,24.48998675,5.991843944,37.67890075,8.9,24807.0,99.99999999399999
02050,AK,"Bethel Census Area, AK",6743.0,6088.0,59011.0,655.0,9.7,23.64207838,47.89313427,18.07288086,10.39190649,29.3,5242.0,100.0
02060,AK,"Bristol Bay Borough, AK",461.0,444.0,96382.0,17.0,3.7,39.36781609,30.45977011,5.028735632,25.14367816,11.7,98.0,99.999999992
02063,AK,"Chugach Census Area, AK",3460.0,3297.0,91356.0,163.0,4.7,40.50606871,25.59144209,4.320098745,29.58239045,8.7,570.0,99.999999995
02066,AK,"Copper River Census Area, AK",1378.0,1273.0,63837.0,105.0,7.6,36.121673,26.50733297,9.016838675,28.35415535,14.2,380.0,99.99999999500001
02068,AK,"Denali Borough, AK",1041.0,979.0,90897.0,62.0,6.0,23.39146121,46.36199639,6.614552014,23.63199038,7.8,123.0,99.999999994
02070,AK,"Dillingham Census Area, AK",1729.0,1619.0,69716.0,110.0,6.4,25.56758645,42.4380021,12.64407964,19.35033182,23.4,1073.0,100.00000001000001
02090,AK,"Fairbanks North Star Borough, AK",45499.0,43768.0,84166.0,1731.0,3.8,35.61030601,25.56243567,5.118695574,33.70856275,7.6,7015.0,100.000000004
02100,AK,"Haines Borough, AK",1111.0,1038.0,70610.0,73.0,6.6,31.62555345,29.79127135,1.644528779,36.93864643,10.0,207.0,100.00000000899999
02105,AK,"Hoonah-Angoon Census Area, AK",1289.0,1217.0,64181.0,72.0,5.6,34.43181818,35.79545455,6.477272727,23.29545455,17.2,390.0,100.000000007
02110,AK,"Juneau Borough/city, AK",17471.0,16948.0,102097.0,523.0,3.0,32.86749934,21.32500655,5.349812211,40.45768189,9.1,2815.0,99.99999999100001
02122,AK,"Kenai Peninsula Borough, AK",28170.0,26841.0,76254.0,1329.0,4.7,34.29049279,30.62753227,5.691133515,29.39084142,11.5,6885.0,99.99999999500001
02130,AK,"Ketchikan Gateway Borough, AK",6883.0,6630.0,82648.0,253.0,3.7,38.61792689,29.334001,5.077616425,26.97045568,9.3,1269.0,99.99999999500001
02150,AK,"Kodiak Island Borough, AK",5984.0,5720.0,83222.0,264.0,4.4,34.98107852,28.94985809,7.462157048,28.60690634,8.5,1035.0,99.99999999799999
02158,AK,"Kusilvak Census Area, AK",2298.0,1952.0,41824.0,346.0,15.1,22.95943916,52.32849274,18.95343015,5.758637957,30.8,2455.0,100.00000000700001
02164,AK,"Lake and Peninsula Borough, AK",663.0,624.0,63038.0,39.0,5.9,25.30674847,47.39263804,8.895705521,18.40490798,20.4,271.0,100.00000001100001
02170,AK,"Matanuska-Susitna Borough, AK",49710.0,47311.0,86313.0,2399.0,4.8,36.15230954,33.86055166,5.706819177,24.28031961,9.7,10906.0,99.999999987
02180,AK,"Nome Census Area, AK",4049.0,3738.0,64480.0,311.0,7.7,26.93347756,44.22210204,11.39354606,17.45087435,20.7,1981.0,100.00000001000001
02185,AK,"North Slope Borough, AK",3064.0,2913.0,95795.0,151.0,4.9,31.5393043,43.71405094,9.819227609,14.92741715,12.0,1261.0,99.999999999
02188,AK,"Northwest Arctic Borough, AK",2803.0,2533.0,69234.0,270.0,9.6,27.61998041,45.91087169,14.07933399,12.38981391,19.1,1390.0,100.0
02195,AK,"Petersburg Borough, AK",1398.0,1327.0,76641.0,71.0,5.1,33.49553933,29.6431468,9.407948094,27.45336577,8.4,276.0,99.999999994
02198,AK,"Prince of Wales-Hyder Census Area, AK",2670.0,2490.0,58381.0,180.0,6.7,36.62762323,38.84821864,7.540263543,16.98389458,15.7,892.0,99.99999999299999
02220,AK,"Sitka Borough/city, AK",4519.0,4385.0,90345.0,134.0,3.0,36.25635142,25.01229307,4.359940993,34.37141452,9.3,755.0,100.000000003
02230,AK,"Skagway Municipality, AK",773.0,728.0,73603.0,45.0,5.8,29.28709056,36.70520231,6.262042389,27.74566474,5.9,64.0,99.999999999
02240,AK,"Southeast Fairbanks Census Area, AK",3397.0,3220.0,74732.0,177.0,5.2,35.45143346,37.99743261,6.974753958,19.57637997,12.2,857.0,99.99999999799999
02275,AK,"Wrangell Borough/city, AK",926.0,881.0,67761.0,45.0,4.9,39.5379538,31.81518152,9.768976898,18.87788779,11.7,239.0,100.000000008
02282,AK,"Yakutat Borough/city, AK",315.0,296.0,78552.0,19.0,6.0,33.41708543,43.96984925,7.788944724,14.8241206,15.3,105.0,100.000000004
02290,AK,"Yukon-Koyukuk Census Area, AK",2392.0,2176.0,47798.0,216.0,9.0,34.49267031,39.35038804,13.36590974,12.79103191,21.9,1117.0,100.0
04001,AZ,"Apache County, AZ",18283.0,16842.0,40632.0,1441.0,7.9,38.4244108,31.22925152,15.07781414,15.26852353,29.6,18929.0,99.99999998999999
04003,AZ,"Cochise County, AZ",49585.0,47337.0,55254.0,2248.0,4.5,36.39296878,25.16721003,10.78210601,27.65771519,16.3,19759.0,100.00000001000001
04005,AZ,"Coconino County, AZ",75192.0,72034.0,64016.0,3158.0,4.2,30.93976894,21.41536143,8.025480616,39.61938901,17.8,23888.0,99.999999996
04007,AZ,"Gila County, AZ",20652.0,19763.0,51928.0,889.0,4.3,39.34659091,31.43939394,10.36682616,18.847189,17.7,9431.0,100.00000001
04009,AZ,"Graham County, AZ",16670.0,16056.0,63797.0,614.0,3.7,39.33804238,30.30877901,15.76185671,14.5913219,17.3,6397.0,100.0
04011,AZ,"Greenlee County, AZ",4722.0,4587.0,76338.0,135.0,2.9,36.88225539,30.7960199,11.90713101,20.4145937,9.7,900.0,100.0
04012,AZ,"La Paz County, AZ",9093.0,8660.0,53925.0,433.0,4.8,34.54710282,34.14670998,17.45108408,13.85510312,18.7,3097.0,100.0
04013,AZ,"Maricopa County, AZ",2441028.0,2357541.0,83668.0,83487.0,3.4,31.67995468,21.95833968,10.50369985,35.8580058,11.1,498844.0,100.00000001000001
04015,AZ,"Mohave County, AZ",90082.0,86020.0,54842.0,4062.0,4.5,38.61283888,34.66781545,11.83389002,14.88545564,16.8,36816.0,99.99999998999999
04017,AZ,"Navajo County, AZ",40101.0,37829.0,49948.0,2272.0,5.7,38.28350207,30.07840243,14.00660084,17.63149466,24.7,26533.0,100.0
04019,AZ,"Pima County, AZ",494336.0,475422.0,64007.0,18914.0,3.8,32.89714048,21.1780955,10.05413659,35.87062743,14.0,144676.0,100.0
04021,AZ,"Pinal County, AZ",204252.0,195853.0,76232.0,8399.0,4.1,36.63589679,30.33993888,10.87394852,22.15021581,11.8,54702.0,100.0
04023,AZ,"Santa Cruz County, AZ",19216.0,17760.0,53467.0,1456.0,7.6,27.26430465,26.37295933,22.29321747,24.06951855,20.1,9831.0,100.0
04025,AZ,"Yavapai County, AZ",109164.0,105223.0,64187.0,3941.0,3.6,38.11079237,24.78378679,7.503168299,29.60225254,12.8,31465.0,99.999999999
04027,AZ,"Yuma County, AZ",98597.0,85581.0,54209.0,13016.0,13.2,33.23556275,26.7299824,23.36246649,16.67198836,15.9,32657.0,100.0
05001,AR,"Arkansas County, AR",9100.0,8858.0,52145.0,242.0,2.7,29.50171821,42.65463918,12.51718213,15.32646048,16.8,2697.0,99.99999999999999
05003,AR,"Ashley County, AR",6450.0,6087.0,47253.0,363.0,5.6,23.56683017,52.08461067,12.17044758,12.17811159,18.4,3338.0,100.00000001000001
05005,AR,"Baxter County, AR",16806.0,16204.0,48573.0,602.0,3.6,36.00460242,34.64875455,10.59800355,18.74863949,16.0,6746.0,100.00000001
05007,AR,"Benton County, AR",154952.0,151167.0,86374.0,3785.0,2.4,25.83238661,28.1348474,9.425232996,36.60753299,7.8,23885.0,99.99999999600001
05009,AR,"Boone County, AR",15848.0,15352.0,53025.0,496.0,3.1,38.77136189,35.64330347,9.275013175,16.31032146,14.9,5660.0,99.999999995
05011,AR,"Bradley County, AR",4037.0,3850.0,44982.0,187.0,4.6,26.34160415,45.15291402,12.73802654,15.76745528,23.2,2314.0,99.99999998999999
05013,AR,"Calhoun County, AR",2353.0,2284.0,52535.0,69.0,2.9,25.98936799,42.58712345,13.31955109,18.10395747,14.3,639.0,100.0
05015,AR,"Carroll County, AR",12299.0,11938.0,50433.0,361.0,2.9,28.0882859,34.79329499,16.00058988,21.11782923,14.8,4232.0,100.0
05017,AR,"Chicot County, AR",2851.0,2687.0,38217.0,164.0,5.8,24.35144045,39.97420095,18.44632363,17.22803497,29.7,2621.0,99.99999999999999
05019,AR,"Clark County, AR",8499.0,8098.0,50519.0,401.0,4.7,31.76860305,32.70582532,10.03474186,25.49082976,18.9,3512.0,99.99999998999999
05021,AR,"Clay County, AR",5381.0,5159.0,46855.0,222.0,4.1,26.49006623,44.53642384,13.35216206,15.62134788,17.5,2454.0,100.00000001
05023,AR,"Cleburne County, AR",8996.0,8642.0,52662.0,354.0,3.9,30.5565952,39.44287013,11.73073838,18.26979629,13.5,3387.0,100.0
05025,AR,"Cleveland County, AR",3054.0,2948.0,55533.0,106.0,3.5,30.63465476,44.76084124,8.356597804,16.2479062,15.7,1147.0,100.000000004
05027,AR,"Columbia County, AR",8764.0,8388.0,47278.0,376.0,4.3,27.48828624,40.59349709,11.53627715,20.38193951,23.3,4704.0,99.99999998999999
05029,AR,"Conway County, AR",8314.0,8001.0,52405.0,313.0,3.8,28.50380737,43.45887357,9.871715717,18.16560335,17.1,3566.0,100.000000007
05031,AR,"Craighead County, AR",57392.0,55816.0,60580.0,1576.0,2.7,30.12605979,32.36139,9.745928157,27.76662204,16.1,17811.0,99.99999998700001
05033,AR,"Crawford County, AR",26514.0,25622.0,54741.0,892.0,3.4,31.02964986,36.29992992,13.36780804,19.30261218,13.3,8147.0,99.99999999999999
05035,AR,"Crittenden County, AR",20358.0,19500.0,49644.0,858.0,4.2,30.32891927,37.76492623,14.7110045,17.19515,20.6,9578.0,100.0
05037,AR,"Cross County, AR",6816.0,6584.0,48299.0,232.0,3.4,26.42233857,42.15532286,16.58813264,14.83420593,19.1,3091.0,100.0
05039,AR,"Dallas County, AR",2647.0,2543.0,44476.0,104.0,3.9,29.50641444,48.38008263,10.98064797,11.13285497,19.6,1162.0,100.00000001
05041,AR,"Desha County, AR",4888.0,4663.0,41251.0,225.0,4.6,23.7638278,41.09023057,22.11115554,13.03478609,25.0,2598.0,100.0
05043,AR,"Drew County, AR",7369.0,7063.0,48635.0,306.0,4.2,25.3920496,38.41174325,12.8646973,23.33150985,20.6,3365.0,100.0
05045,AR,"Faulkner County, AR",64394.0,62538.0,63429.0,1856.0,2.9,30.08667941,30.40025494,6.31612492,33.19694073,12.9,16042.0,100.0
05047,AR,"Franklin County, AR",7434.0,7195.0,48248.0,239.0,3.2,32.06845238,41.84027778,12.92989418,13.16137566,19.0,3260.0,100.0
05049,AR,"Fulton County, AR",4523.0,4349.0,42588.0,174.0,3.8,31.17463153,40.83296114,12.27110317,15.72130415,17.5,2136.0,99.99999998999999
05051,AR,"Garland County, AR",41570.0,40036.0,53239.0,1534.0,3.7,33.7488344,30.89929241,9.105369974,26.24650321,18.9,18604.0,99.99999999399999
05053,AR,"Grant County, AR",8608.0,8362.0,63512.0,246.0,2.9,28.41311012,41.76687888,8.889412874,20.93059813,11.1,2018.0,100.00000000399999
05055,AR,"Greene County, AR",19693.0,19041.0,54475.0,652.0,3.3,28.31620401,42.59277047,12.60205552,16.48897,16.2,7390.0,100.0
05057,AR,"Hempstead County, AR",9141.0,8833.0,46423.0,308.0,3.4,29.34240363,39.49357521,16.56840514,14.59561602,16.6,3171.0,100.0
05059,AR,"Hot Spring County, AR",13704.0,13218.0,50654.0,486.0,3.5,32.59419807,41.01783928,10.60353451,15.78442814,16.9,5155.0,99.99999999999999
05061,AR,"Howard County, AR",5246.0,5065.0,46449.0,181.0,3.5,28.97051831,43.73514028,10.61578697,16.67855445,17.8,2190.0,100.00000001000001
05063,AR,"Independence County, AR",16834.0,16260.0,57611.0,574.0,3.4,31.21476166,39.40779876,12.50640697,16.87103261,13.5,5006.0,100.0
05065,AR,"Izard County, AR",4476.0,4248.0,43920.0,228.0,5.1,30.41948064,35.64158661,15.22876439,18.71016836,20.3,2637.0,100.0
05067,AR,"Jackson County, AR",5385.0,5110.0,43579.0,275.0,5.1,27.57266956,42.94186435,16.22953558,13.2559305,24.6,3513.0,99.99999999000002
05069,AR,"Jefferson County, AR",25365.0,24195.0,45894.0,1170.0,4.6,26.82818305,41.09768849,11.43295735,20.64117111,24.3,14081.0,100.00000000000001
05071,AR,"Johnson County, AR",9849.0,9419.0,46660.0,430.0,4.4,24.63625866,41.18937644,16.09699769,18.07736721,17.1,4377.0,100.0
05073,AR,"Lafayette County, AR",2201.0,2094.0,42437.0,107.0,4.9,25.31701891,47.09677419,18.3759733,9.210233593,22.8,1372.0,99.99999999299999
05075,AR,"Lawrence County, AR",6764.0,6537.0,47312.0,227.0,3.4,31.5977306,36.74963397,17.61530015,14.03733529,18.3,2882.0,100.00000001
05077,AR,"Lee County, AR",2547.0,2415.0,35213.0,132.0,5.2,27.99007444,47.72539289,17.41935484,6.865177833,38.7,2507.0,100.00000000300001
05079,AR,"Lincoln County, AR",3657.0,3511.0,48311.0,146.0,4.0,24.2322212,48.14814815,16.74318947,10.87644118,26.2,2327.0,100.0
05081,AR,"Little River County, AR",5165.0,4985.0,48883.0,180.0,3.5,30.03429112,43.5378976,8.986638288,17.44117299,17.7,2060.0,99.999999998
05083,AR,"Logan County, AR",8270.0,7939.0,48510.0,331.0,4.0,30.00657462,43.73438527,10.71005917,15.54898093,16.6,3504.0,99.99999998999999
05085,AR,"Lonoke County, AR",34884.0,33929.0,66160.0,955.0,2.7,32.19748961,37.0193551,9.788943924,20.99421137,9.6,7223.0,100.000000004
05087,AR,"Madison County, AR",7918.0,7716.0,51233.0,202.0,2.6,21.23035774,51.70511535,14.22601137,12.83851555,14.8,2601.0,100.00000001
05089,AR,"Marion County, AR",6050.0,5801.0,49313.0,249.0,4.1,34.72616944,36.14716952,13.68768723,15.43897381,17.4,3009.0,100.0
05091,AR,"Miller County, AR",18633.0,17955.0,48652.0,678.0,3.6,30.44231235,40.42811125,13.08233175,16.04724464,21.5,8806.0,99.99999999
05093,AR,"Mississippi County, AR",16776.0,15950.0,45168.0,826.0,4.9,28.96594284,42.46538358,14.39040383,14.17826976,24.9,9378.0,100.00000001000001
05095,AR,"Monroe County, AR",2465.0,2368.0,33090.0,97.0,3.9,27.13440406,40.65934066,16.56804734,15.63820795,26.3,1686.0,100.00000001
05097,AR,"Montgomery County, AR",2895.0,2753.0,46069.0,142.0,4.9,33.7841992,36.95050722,12.41930526,16.84598832,18.8,1600.0,100.0
05099,AR,"Nevada County, AR",3355.0,3232.0,44649.0,123.0,3.7,29.65738758,48.78658101,9.88579586,11.67023555,23.2,1844.0,100.0
05101,AR,"Newton County, AR",3191.0,3083.0,47996.0,108.0,3.4,32.71475033,38.47331165,14.55902047,14.25291754,18.8,1313.0,99.99999998999999
05103,AR,"Ouachita County, AR",9629.0,9257.0,49275.0,372.0,3.9,31.51778303,42.26422323,11.12317221,15.09482153,18.8,4018.0,100.0
05105,AR,"Perry County, AR",4301.0,4146.0,56640.0,155.0,3.6,30.35368886,44.21110804,8.303398729,17.13180437,14.1,1421.0,99.999999999
05107,AR,"Phillips County, AR",5240.0,4900.0,36098.0,340.0,6.5,34.50920245,33.59854294,17.36004601,14.53220859,34.2,5057.0,99.99999999
05109,AR,"Pike County, AR",4023.0,3884.0,41348.0,139.0,3.5,30.68678607,36.86362995,12.88957834,19.56000564,18.2,1814.0,100.0
05111,AR,"Poinsett County, AR",9917.0,9587.0,47372.0,330.0,3.3,24.44516338,45.97217729,17.65771595,11.92494338,19.1,4214.0,100.0
05113,AR,"Polk County, AR",7744.0,7463.0,45289.0,281.0,3.6,34.35215947,35.82871908,12.61720192,17.20191953,18.8,3619.0,100.0
05115,AR,"Pope County, AR",28530.0,27428.0,57881.0,1102.0,3.9,26.33975904,35.00240964,14.02168675,24.63614458,13.5,8387.0,100.00000001000001
05117,AR,"Prairie County, AR",3522.0,3413.0,51017.0,109.0,3.1,25.30343898,43.91436278,14.0761969,16.70600135,15.4,1216.0,100.00000001000001
05119,AR,"Pulaski County, AR",193033.0,186868.0,57057.0,6165.0,3.2,29.47393325,25.12670183,8.038311825,37.36105309,15.7,61392.0,99.999999995
05121,AR,"Randolph County, AR",7075.0,6824.0,45638.0,251.0,3.5,31.01667058,40.55725131,13.9469359,14.47914221,18.5,3433.0,100.0
